log_id,aircraft_id,technician_id,maintenance_type,status,cost_usd,duration_hours,log_date,parts_replaced,notes
LOG-24082,AC-0136,TECH-0188,Software Update,complete,2132,9.9,2022-06-11,10,Replaced worn components — within tolerance
LOG-24083,AC-0133,TECH-0164,Engine Inspection,pending,19154,5.1,2022-06-11,7,Follow-up inspection required within 30 days
LOG-24084,AC-0025,TECH-0112,Tire & Brake Replacement,in_progress,1106,20.8,2022-06-11,2,All systems nominal post-maintenance
LOG-24085,AC-0039,TECH-0138,Avionics Check,complete,10206,4.3,2022-06-11,1,
LOG-24086,AC-0125,TECH-0020,Tire & Brake Replacement,complete,1010,8.3,2022-06-11,6,Emergency repair required — grounded aircraft
LOG-24087,AC-0105,TECH-0198,Fuel System Check,pending,2388,16.1,2022-06-12,10,Routine check completed successfully
LOG-24088,AC-0005,TECH-0113,Tire & Brake Replacement,complete,3126,2.0,2022-06-12,11,Emergency repair required — grounded aircraft
LOG-24089,AC-0136,TECH-0061,Engine Inspection,in_progress,16782,17.4,2022-06-12,10,Scheduled maintenance — no anomalies
LOG-24090,AC-0004,TECH-0101,Tire & Brake Replacement,complete,4206,1.1,2022-06-12,8,Scheduled maintenance — no anomalies
LOG-24091,AC-0060,TECH-0059,Engine Inspection,pending,14759,18.8,2022-06-12,7,Follow-up inspection required within 30 days
LOG-24092,AC-0054,TECH-0150,Structural Inspection,complete,7846,8.3,2022-06-12,4,Replaced worn components — within tolerance
LOG-24093,AC-0150,TECH-0068,Structural Inspection,complete,4132,14.6,2022-06-12,10,
LOG-24094,AC-0078,TECH-0004,Fuel System Check,complete,2267,1.5,2022-06-12,3,
LOG-24095,AC-0019,TECH-0083,Structural Inspection,pending,7937,9.4,2022-06-12,4,
LOG-24096,AC-0099,TECH-0157,Fuel System Check,failed,3059,50.5,2022-06-12,6,Part ordered — awaiting delivery
LOG-24097,AC-0068,TECH-0058,Software Update,complete,2768,4.7,2022-06-12,5,Part ordered — awaiting delivery
LOG-24098,AC-0033,TECH-0058,Structural Inspection,complete,6845,4.7,2022-06-12,1,Scheduled maintenance — no anomalies
LOG-24099,AC-0150,TECH-0054,Landing Gear Service,complete,11186,15.2,2022-06-12,9,Emergency repair required — grounded aircraft
LOG-24100,AC-0139,TECH-0028,Landing Gear Service,complete,9269,10.2,2022-06-12,9,
LOG-24101,AC-0016,TECH-0105,Hydraulic System Repair,complete,17592,7.2,2022-06-12,9,Replaced worn components — within tolerance
LOG-24102,AC-0127,TECH-0167,Engine Inspection,complete,13798,10.8,2022-06-12,3,
LOG-24103,AC-0093,TECH-0057,Hydraulic System Repair,complete,16754,5.6,2022-06-12,11,
LOG-24104,AC-0044,TECH-0064,Landing Gear Service,failed,9477,70.7,2022-06-12,4,Emergency repair required — grounded aircraft
LOG-24105,AC-0009,TECH-0092,Tire & Brake Replacement,complete,2019,6.7,2022-06-12,2,Routine check completed successfully
LOG-24106,AC-0078,TECH-0030,Fuel System Check,complete,1918,3.6,2022-06-12,0,
LOG-24107,AC-0079,TECH-0086,Fuel System Check,complete,5332,8.9,2022-06-12,1,
LOG-24108,AC-0086,TECH-0178,Hydraulic System Repair,complete,13175,14.2,2022-06-12,1,Scheduled maintenance — no anomalies
LOG-24109,AC-0015,TECH-0182,Tire & Brake Replacement,complete,2701,6.1,2022-06-12,0,All systems nominal post-maintenance
LOG-24110,AC-0006,TECH-0023,Engine Inspection,complete,19866,11.9,2022-06-12,3,
LOG-24111,AC-0001,TECH-0018,Structural Inspection,complete,4330,3.0,2022-06-12,6,Follow-up inspection required within 30 days
LOG-24112,AC-0020,TECH-0081,Avionics Check,complete,9395,7.7,2022-06-12,0,Part ordered — awaiting delivery
LOG-24113,AC-0130,TECH-0125,Landing Gear Service,complete,10057,2.9,2022-06-12,0,Replaced worn components — within tolerance
LOG-24114,AC-0070,TECH-0182,Fuel System Check,complete,5101,5.3,2022-06-12,6,Follow-up inspection required within 30 days
LOG-24115,AC-0002,TECH-0095,Engine Inspection,pending,16791,13.1,2022-06-12,10,Follow-up inspection required within 30 days
LOG-24116,AC-0131,TECH-0156,Avionics Check,complete,6564,4.0,2022-06-12,1,Emergency repair required — grounded aircraft
LOG-24117,AC-0007,TECH-0136,Landing Gear Service,complete,6275,8.0,2022-06-12,7,Part ordered — awaiting delivery
LOG-24118,AC-0084,TECH-0160,Engine Inspection,pending,20966,14.8,2022-06-12,5,Emergency repair required — grounded aircraft
LOG-24119,AC-0054,TECH-0107,Landing Gear Service,complete,3396,2.9,2022-06-12,11,Follow-up inspection required within 30 days
LOG-24120,AC-0041,TECH-0134,Engine Inspection,complete,19553,2.0,2022-06-12,6,
LOG-24121,AC-0115,TECH-0200,Landing Gear Service,in_progress,10168,15.5,2022-06-12,4,Issue found during inspection — escalated
LOG-24122,AC-0133,TECH-0118,Landing Gear Service,complete,7953,5.8,2022-06-12,2,
LOG-24123,AC-0102,TECH-0040,Fuel System Check,complete,2840,13.9,2022-06-12,2,Routine check completed successfully
LOG-24124,AC-0082,TECH-0179,Structural Inspection,pending,6957,18.0,2022-06-12,2,Emergency repair required — grounded aircraft
LOG-24125,AC-0063,TECH-0047,Software Update,complete,1951,1.9,2022-06-12,6,Emergency repair required — grounded aircraft
LOG-24126,AC-0001,TECH-0115,Tire & Brake Replacement,complete,4501,5.2,2022-06-12,6,Follow-up inspection required within 30 days
LOG-24127,AC-0025,TECH-0070,Engine Inspection,complete,21478,5.4,2022-06-12,1,
LOG-24128,AC-0143,TECH-0196,Hydraulic System Repair,complete,10676,10.4,2022-06-12,3,Follow-up inspection required within 30 days
LOG-24129,AC-0145,TECH-0135,Avionics Check,complete,11926,2.9,2022-06-12,6,Scheduled maintenance — no anomalies
LOG-24130,AC-0149,TECH-0027,Software Update,pending,905,12.2,2022-06-12,2,
LOG-24131,AC-0055,TECH-0194,Software Update,complete,1904,4.4,2022-06-12,2,Issue found during inspection — escalated
LOG-24132,AC-0107,TECH-0054,Landing Gear Service,complete,3431,4.9,2022-06-12,7,Follow-up inspection required within 30 days
LOG-24133,AC-0138,TECH-0142,Structural Inspection,complete,4733,13.4,2022-06-13,7,
LOG-24134,AC-0065,TECH-0150,Fuel System Check,complete,2245,6.3,2022-06-13,3,
LOG-24135,AC-0037,TECH-0197,Hydraulic System Repair,failed,6798,48.8,2022-06-13,8,
LOG-24136,AC-0112,TECH-0056,Landing Gear Service,complete,9594,15.8,2022-06-13,0,All systems nominal post-maintenance
LOG-24137,AC-0007,TECH-0108,Engine Inspection,complete,14339,14.8,2022-06-13,2,All systems nominal post-maintenance
LOG-24138,AC-0076,TECH-0060,Avionics Check,in_progress,5833,16.7,2022-06-13,8,Follow-up inspection required within 30 days
LOG-24139,AC-0040,TECH-0051,Hydraulic System Repair,pending,17520,6.8,2022-06-13,7,Follow-up inspection required within 30 days
LOG-24140,AC-0001,TECH-0144,Software Update,in_progress,2384,10.4,2022-06-13,8,Emergency repair required — grounded aircraft
LOG-24141,AC-0148,TECH-0128,Software Update,complete,2984,10.6,2022-06-13,3,
LOG-24142,AC-0108,TECH-0134,Avionics Check,complete,6347,7.3,2022-06-13,1,Routine check completed successfully
LOG-24143,AC-0068,TECH-0001,Tire & Brake Replacement,complete,4831,8.3,2022-06-13,9,Replaced worn components — within tolerance
LOG-24144,AC-0012,TECH-0012,Tire & Brake Replacement,failed,1055,58.7,2022-06-13,8,Replaced worn components — within tolerance
LOG-24145,AC-0150,TECH-0024,Landing Gear Service,in_progress,6446,26.4,2022-06-13,4,Scheduled maintenance — no anomalies
LOG-24146,AC-0129,TECH-0126,Structural Inspection,complete,6875,10.9,2022-06-13,6,Follow-up inspection required within 30 days
LOG-24147,AC-0126,TECH-0075,Fuel System Check,complete,3715,7.4,2022-06-13,3,
LOG-24148,AC-0001,TECH-0171,Fuel System Check,complete,3469,9.4,2022-06-13,3,
LOG-24149,AC-0131,TECH-0105,Hydraulic System Repair,complete,11411,8.9,2022-06-13,0,Part ordered — awaiting delivery
LOG-24150,AC-0117,TECH-0162,Landing Gear Service,complete,5300,12.6,2022-06-13,0,Routine check completed successfully
LOG-24151,AC-0149,TECH-0057,Software Update,failed,500,18.7,2022-06-13,1,Part ordered — awaiting delivery
LOG-24152,AC-0013,TECH-0149,Software Update,complete,865,6.5,2022-06-13,0,Part ordered — awaiting delivery
LOG-24153,AC-0141,TECH-0040,Fuel System Check,in_progress,2070,25.7,2022-06-13,3,Emergency repair required — grounded aircraft
LOG-24154,AC-0105,TECH-0033,Landing Gear Service,pending,5670,12.0,2022-06-13,7,All systems nominal post-maintenance
LOG-24155,AC-0134,TECH-0161,Tire & Brake Replacement,complete,2883,3.1,2022-06-13,10,Routine check completed successfully
LOG-24156,AC-0025,TECH-0156,Fuel System Check,complete,5286,2.0,2022-06-13,5,Part ordered — awaiting delivery
LOG-24157,AC-0088,TECH-0108,Avionics Check,pending,11410,14.2,2022-06-13,10,Follow-up inspection required within 30 days
LOG-24158,AC-0101,TECH-0065,Structural Inspection,complete,7772,3.2,2022-06-13,6,
LOG-24159,AC-0026,TECH-0076,Software Update,complete,1717,12.6,2022-06-13,9,Scheduled maintenance — no anomalies
LOG-24160,AC-0132,TECH-0046,Hydraulic System Repair,complete,9852,9.5,2022-06-13,0,
LOG-24161,AC-0102,TECH-0161,Tire & Brake Replacement,in_progress,3038,6.7,2022-06-13,2,Scheduled maintenance — no anomalies
LOG-24162,AC-0100,TECH-0108,Avionics Check,complete,7376,12.6,2022-06-13,11,Follow-up inspection required within 30 days
LOG-24163,AC-0025,TECH-0197,Tire & Brake Replacement,complete,4078,4.0,2022-06-13,7,
LOG-24164,AC-0148,TECH-0194,Avionics Check,pending,12590,6.9,2022-06-13,4,
LOG-24165,AC-0001,TECH-0164,Tire & Brake Replacement,pending,4128,18.8,2022-06-13,4,Replaced worn components — within tolerance
LOG-24166,AC-0094,TECH-0182,Landing Gear Service,pending,6153,4.2,2022-06-13,2,Replaced worn components — within tolerance
LOG-24167,AC-0068,TECH-0178,Landing Gear Service,complete,6215,7.4,2022-06-13,9,Scheduled maintenance — no anomalies
LOG-24168,AC-0023,TECH-0179,Landing Gear Service,failed,4094,35.2,2022-06-13,7,
LOG-24169,AC-0106,TECH-0114,Tire & Brake Replacement,complete,3277,8.2,2022-06-13,3,Follow-up inspection required within 30 days
LOG-24170,AC-0150,TECH-0052,Engine Inspection,complete,16397,4.2,2022-06-13,1,Issue found during inspection — escalated
LOG-24171,AC-0095,TECH-0149,Software Update,complete,848,4.7,2022-06-13,4,
LOG-24172,AC-0062,TECH-0124,Hydraulic System Repair,complete,6852,14.7,2022-06-13,8,Part ordered — awaiting delivery
LOG-24173,AC-0129,TECH-0030,Hydraulic System Repair,complete,5809,6.3,2022-06-13,0,
LOG-24174,AC-0068,TECH-0143,Fuel System Check,complete,4338,7.9,2022-06-13,3,
LOG-24175,AC-0147,TECH-0137,Fuel System Check,complete,2329,1.2,2022-06-13,9,Replaced worn components — within tolerance
LOG-24176,AC-0030,TECH-0032,Structural Inspection,complete,7197,3.7,2022-06-13,6,Routine check completed successfully
LOG-24177,AC-0129,TECH-0072,Engine Inspection,complete,16292,13.7,2022-06-13,0,Part ordered — awaiting delivery
LOG-24178,AC-0048,TECH-0151,Structural Inspection,in_progress,3709,29.2,2022-06-14,5,All systems nominal post-maintenance
LOG-24179,AC-0019,TECH-0027,Structural Inspection,complete,2221,14.9,2022-06-14,6,Routine check completed successfully
LOG-24180,AC-0127,TECH-0042,Tire & Brake Replacement,complete,1214,10.7,2022-06-14,4,Issue found during inspection — escalated
LOG-24181,AC-0150,TECH-0008,Engine Inspection,failed,13694,55.2,2022-06-14,9,Emergency repair required — grounded aircraft
LOG-24182,AC-0050,TECH-0011,Engine Inspection,complete,18138,3.5,2022-06-14,9,
LOG-24183,AC-0134,TECH-0149,Engine Inspection,complete,9489,12.4,2022-06-14,3,
LOG-24184,AC-0149,TECH-0044,Structural Inspection,complete,6127,15.1,2022-06-14,11,Follow-up inspection required within 30 days
LOG-24185,AC-0147,TECH-0167,Hydraulic System Repair,complete,14261,3.8,2022-06-14,1,
LOG-24186,AC-0063,TECH-0033,Tire & Brake Replacement,complete,4479,4.2,2022-06-14,7,Routine check completed successfully
LOG-24187,AC-0129,TECH-0067,Structural Inspection,in_progress,8655,30.1,2022-06-14,0,Emergency repair required — grounded aircraft
LOG-24188,AC-0048,TECH-0055,Avionics Check,complete,6372,1.9,2022-06-14,5,Follow-up inspection required within 30 days
LOG-24189,AC-0089,TECH-0013,Software Update,in_progress,2976,16.4,2022-06-14,3,Issue found during inspection — escalated
LOG-24190,AC-0127,TECH-0036,Software Update,pending,2962,10.3,2022-06-14,7,
LOG-24191,AC-0149,TECH-0087,Fuel System Check,complete,4036,5.7,2022-06-14,1,Routine check completed successfully
LOG-24192,AC-0036,TECH-0026,Landing Gear Service,failed,8292,27.6,2022-06-14,4,Part ordered — awaiting delivery
LOG-24193,AC-0081,TECH-0038,Tire & Brake Replacement,complete,1943,11.8,2022-06-14,2,All systems nominal post-maintenance
LOG-24194,AC-0047,TECH-0100,Hydraulic System Repair,complete,7812,14.1,2022-06-14,5,
LOG-24195,AC-0148,TECH-0151,Avionics Check,complete,7310,5.0,2022-06-14,3,
LOG-24196,AC-0027,TECH-0136,Tire & Brake Replacement,complete,2837,9.6,2022-06-14,11,Routine check completed successfully
LOG-24197,AC-0052,TECH-0014,Hydraulic System Repair,complete,15953,3.4,2022-06-14,2,Emergency repair required — grounded aircraft
LOG-24198,AC-0075,TECH-0024,Avionics Check,complete,9564,1.4,2022-06-14,1,Part ordered — awaiting delivery
LOG-24199,AC-0092,TECH-0119,Landing Gear Service,failed,7774,13.5,2022-06-14,1,
LOG-24200,AC-0062,TECH-0168,Landing Gear Service,complete,11381,8.6,2022-06-14,6,
LOG-24201,AC-0066,TECH-0101,Hydraulic System Repair,complete,8457,6.1,2022-06-14,0,Follow-up inspection required within 30 days
LOG-24202,AC-0080,TECH-0153,Structural Inspection,in_progress,8280,28.1,2022-06-14,6,Issue found during inspection — escalated
LOG-24203,AC-0140,TECH-0118,Software Update,complete,1693,6.8,2022-06-14,7,Issue found during inspection — escalated
LOG-24204,AC-0144,TECH-0153,Software Update,complete,2159,9.9,2022-06-14,10,Scheduled maintenance — no anomalies
LOG-24205,AC-0130,TECH-0017,Software Update,complete,934,3.5,2022-06-14,7,
LOG-24206,AC-0064,TECH-0132,Avionics Check,pending,8545,7.7,2022-06-14,11,
LOG-24207,AC-0029,TECH-0085,Tire & Brake Replacement,complete,3964,6.9,2022-06-14,8,
LOG-24208,AC-0087,TECH-0109,Fuel System Check,complete,3679,9.6,2022-06-14,10,Follow-up inspection required within 30 days
LOG-24209,AC-0096,TECH-0111,Landing Gear Service,complete,5871,8.1,2022-06-14,6,All systems nominal post-maintenance
LOG-24210,AC-0031,TECH-0105,Avionics Check,pending,12026,6.3,2022-06-14,3,Issue found during inspection — escalated
LOG-24211,AC-0083,TECH-0081,Engine Inspection,complete,16546,2.4,2022-06-14,11,Scheduled maintenance — no anomalies
LOG-24212,AC-0143,TECH-0099,Structural Inspection,failed,6853,49.6,2022-06-14,7,
LOG-24213,AC-0033,TECH-0041,Structural Inspection,complete,8022,14.1,2022-06-14,1,Part ordered — awaiting delivery
LOG-24214,AC-0100,TECH-0060,Hydraulic System Repair,pending,7221,6.6,2022-06-14,6,Part ordered — awaiting delivery
LOG-24215,AC-0148,TECH-0087,Avionics Check,complete,9488,1.4,2022-06-14,1,Issue found during inspection — escalated
LOG-24216,AC-0073,TECH-0043,Avionics Check,in_progress,14243,17.4,2022-06-14,7,Part ordered — awaiting delivery
LOG-24217,AC-0131,TECH-0182,Landing Gear Service,complete,9558,4.6,2022-06-14,11,Part ordered — awaiting delivery
LOG-24218,AC-0018,TECH-0052,Engine Inspection,complete,9919,9.0,2022-06-14,5,Part ordered — awaiting delivery
LOG-24219,AC-0126,TECH-0021,Fuel System Check,in_progress,1896,9.9,2022-06-14,9,
LOG-24220,AC-0007,TECH-0152,Fuel System Check,complete,4867,10.8,2022-06-14,4,Part ordered — awaiting delivery
LOG-24221,AC-0124,TECH-0165,Engine Inspection,complete,18940,15.6,2022-06-14,7,Scheduled maintenance — no anomalies
LOG-24222,AC-0114,TECH-0122,Software Update,complete,2196,10.9,2022-06-14,11,Follow-up inspection required within 30 days
LOG-24223,AC-0084,TECH-0172,Avionics Check,complete,10143,5.6,2022-06-14,7,Scheduled maintenance — no anomalies
LOG-24224,AC-0084,TECH-0133,Landing Gear Service,complete,9294,14.2,2022-06-15,6,
LOG-24225,AC-0083,TECH-0189,Structural Inspection,in_progress,9346,27.5,2022-06-15,5,
LOG-24226,AC-0105,TECH-0044,Hydraulic System Repair,complete,9974,7.3,2022-06-15,11,
LOG-24227,AC-0102,TECH-0134,Structural Inspection,complete,9991,13.8,2022-06-15,5,
LOG-24228,AC-0093,TECH-0078,Engine Inspection,pending,16633,12.3,2022-06-15,10,Follow-up inspection required within 30 days
LOG-24229,AC-0060,TECH-0131,Engine Inspection,in_progress,11989,20.6,2022-06-15,9,
LOG-24230,AC-0102,TECH-0065,Avionics Check,in_progress,12505,16.3,2022-06-15,1,
LOG-24231,AC-0024,TECH-0159,Engine Inspection,complete,19327,13.8,2022-06-15,1,Scheduled maintenance — no anomalies
LOG-24232,AC-0109,TECH-0183,Landing Gear Service,pending,7083,12.8,2022-06-15,11,All systems nominal post-maintenance
LOG-24233,AC-0140,TECH-0045,Software Update,complete,2416,2.2,2022-06-15,1,
LOG-24234,AC-0094,TECH-0114,Software Update,in_progress,2822,17.9,2022-06-15,2,
LOG-24235,AC-0064,TECH-0074,Structural Inspection,complete,2508,7.7,2022-06-15,2,Issue found during inspection — escalated
LOG-24236,AC-0004,TECH-0055,Avionics Check,complete,13736,12.5,2022-06-15,3,
LOG-24237,AC-0094,TECH-0060,Landing Gear Service,complete,7049,15.8,2022-06-15,10,Replaced worn components — within tolerance
LOG-24238,AC-0133,TECH-0159,Landing Gear Service,complete,7675,7.2,2022-06-15,11,
LOG-24239,AC-0016,TECH-0115,Tire & Brake Replacement,complete,952,10.0,2022-06-15,5,
LOG-24240,AC-0027,TECH-0039,Hydraulic System Repair,complete,6944,12.8,2022-06-15,3,Follow-up inspection required within 30 days
LOG-24241,AC-0132,TECH-0124,Tire & Brake Replacement,failed,3750,60.7,2022-06-15,3,Part ordered — awaiting delivery
LOG-24242,AC-0072,TECH-0104,Engine Inspection,complete,14912,8.6,2022-06-15,6,Routine check completed successfully
LOG-24243,AC-0048,TECH-0048,Software Update,in_progress,1370,19.0,2022-06-15,6,Routine check completed successfully
LOG-24244,AC-0136,TECH-0080,Engine Inspection,pending,9266,6.3,2022-06-15,6,
LOG-24245,AC-0081,TECH-0027,Landing Gear Service,complete,9544,15.8,2022-06-15,9,
LOG-24246,AC-0044,TECH-0016,Fuel System Check,complete,2199,4.4,2022-06-15,2,Emergency repair required — grounded aircraft
LOG-24247,AC-0052,TECH-0180,Avionics Check,in_progress,8867,12.4,2022-06-15,9,Scheduled maintenance — no anomalies
LOG-24248,AC-0034,TECH-0109,Tire & Brake Replacement,in_progress,1744,15.1,2022-06-15,7,Emergency repair required — grounded aircraft
LOG-24249,AC-0021,TECH-0132,Software Update,complete,2049,6.2,2022-06-15,1,Scheduled maintenance — no anomalies
LOG-24250,AC-0024,TECH-0170,Software Update,complete,1801,9.6,2022-06-15,11,
LOG-24251,AC-0044,TECH-0117,Fuel System Check,complete,2434,15.1,2022-06-15,10,Part ordered — awaiting delivery
LOG-24252,AC-0114,TECH-0091,Landing Gear Service,failed,4131,14.1,2022-06-15,7,Follow-up inspection required within 30 days
LOG-24253,AC-0103,TECH-0182,Landing Gear Service,complete,7437,6.4,2022-06-15,1,
LOG-24254,AC-0134,TECH-0137,Engine Inspection,complete,16691,7.9,2022-06-15,10,Emergency repair required — grounded aircraft
LOG-24255,AC-0056,TECH-0153,Structural Inspection,pending,3114,9.5,2022-06-15,11,
LOG-24256,AC-0014,TECH-0088,Tire & Brake Replacement,complete,2666,3.7,2022-06-15,1,Routine check completed successfully
LOG-24257,AC-0101,TECH-0058,Software Update,complete,2974,15.9,2022-06-15,5,Issue found during inspection — escalated
LOG-24258,AC-0001,TECH-0018,Engine Inspection,complete,14302,5.3,2022-06-15,0,Routine check completed successfully
LOG-24259,AC-0012,TECH-0172,Hydraulic System Repair,failed,13670,61.1,2022-06-15,8,
LOG-24260,AC-0115,TECH-0090,Hydraulic System Repair,in_progress,6520,13.2,2022-06-15,9,Scheduled maintenance — no anomalies
LOG-24261,AC-0106,TECH-0074,Avionics Check,pending,13876,2.2,2022-06-15,10,Emergency repair required — grounded aircraft
LOG-24262,AC-0037,TECH-0177,Structural Inspection,complete,4856,3.3,2022-06-15,10,All systems nominal post-maintenance
LOG-24263,AC-0003,TECH-0044,Software Update,complete,1105,8.3,2022-06-15,0,Emergency repair required — grounded aircraft
LOG-24264,AC-0053,TECH-0110,Software Update,complete,2010,8.8,2022-06-15,8,Part ordered — awaiting delivery
LOG-24265,AC-0100,TECH-0166,Landing Gear Service,complete,8469,4.3,2022-06-15,3,Scheduled maintenance — no anomalies
LOG-24266,AC-0017,TECH-0193,Tire & Brake Replacement,complete,2001,4.7,2022-06-15,10,Follow-up inspection required within 30 days
LOG-24267,AC-0113,TECH-0081,Tire & Brake Replacement,complete,2505,12.4,2022-06-15,2,
LOG-24268,AC-0110,TECH-0128,Software Update,complete,1295,6.9,2022-06-15,9,All systems nominal post-maintenance
LOG-24269,AC-0143,TECH-0010,Software Update,complete,2724,15.2,2022-06-15,11,
LOG-24270,AC-0004,TECH-0063,Software Update,complete,2009,8.5,2022-06-16,1,Replaced worn components — within tolerance
LOG-24271,AC-0145,TECH-0094,Fuel System Check,pending,5338,8.7,2022-06-16,2,
LOG-24272,AC-0139,TECH-0046,Structural Inspection,complete,5778,7.5,2022-06-16,9,
LOG-24273,AC-0012,TECH-0002,Engine Inspection,complete,8266,14.0,2022-06-16,10,Scheduled maintenance — no anomalies
LOG-24274,AC-0032,TECH-0114,Engine Inspection,complete,11288,2.5,2022-06-16,2,
LOG-24275,AC-0043,TECH-0148,Landing Gear Service,complete,9927,10.2,2022-06-16,3,All systems nominal post-maintenance
LOG-24276,AC-0104,TECH-0003,Fuel System Check,in_progress,2319,20.2,2022-06-16,2,Replaced worn components — within tolerance
LOG-24277,AC-0093,TECH-0036,Landing Gear Service,complete,10728,14.4,2022-06-16,2,
LOG-24278,AC-0043,TECH-0005,Hydraulic System Repair,complete,8187,7.6,2022-06-16,7,Follow-up inspection required within 30 days
LOG-24279,AC-0131,TECH-0020,Engine Inspection,complete,11276,12.8,2022-06-16,3,Emergency repair required — grounded aircraft
LOG-24280,AC-0085,TECH-0003,Fuel System Check,complete,2095,12.0,2022-06-16,4,
LOG-24281,AC-0035,TECH-0003,Engine Inspection,in_progress,19025,23.3,2022-06-16,8,Emergency repair required — grounded aircraft
LOG-24282,AC-0117,TECH-0100,Tire & Brake Replacement,complete,4456,7.3,2022-06-16,8,Scheduled maintenance — no anomalies
LOG-24283,AC-0020,TECH-0070,Hydraulic System Repair,complete,12029,15.5,2022-06-16,2,Part ordered — awaiting delivery
LOG-24284,AC-0143,TECH-0088,Tire & Brake Replacement,complete,2767,9.3,2022-06-16,0,Part ordered — awaiting delivery
LOG-24285,AC-0085,TECH-0128,Avionics Check,complete,9436,1.8,2022-06-16,4,Part ordered — awaiting delivery
LOG-24286,AC-0117,TECH-0047,Fuel System Check,pending,3416,10.7,2022-06-16,4,Part ordered — awaiting delivery
LOG-24287,AC-0106,TECH-0102,Avionics Check,complete,14240,9.6,2022-06-16,2,Part ordered — awaiting delivery
LOG-24288,AC-0146,TECH-0037,Hydraulic System Repair,failed,17978,40.3,2022-06-16,6,Replaced worn components — within tolerance
LOG-24289,AC-0105,TECH-0008,Engine Inspection,complete,19269,13.2,2022-06-16,2,All systems nominal post-maintenance
LOG-24290,AC-0093,TECH-0102,Engine Inspection,complete,19695,3.1,2022-06-16,10,Emergency repair required — grounded aircraft
LOG-24291,AC-0041,TECH-0113,Fuel System Check,pending,5781,15.3,2022-06-16,9,Routine check completed successfully
LOG-24292,AC-0100,TECH-0107,Tire & Brake Replacement,complete,801,1.8,2022-06-16,10,Scheduled maintenance — no anomalies
LOG-24293,AC-0069,TECH-0129,Tire & Brake Replacement,failed,1713,61.4,2022-06-16,11,Routine check completed successfully
LOG-24294,AC-0106,TECH-0045,Avionics Check,in_progress,13686,9.7,2022-06-16,5,Part ordered — awaiting delivery
LOG-24295,AC-0139,TECH-0010,Landing Gear Service,complete,9284,6.3,2022-06-16,6,Emergency repair required — grounded aircraft
LOG-24296,AC-0146,TECH-0086,Landing Gear Service,pending,3512,18.9,2022-06-16,5,Emergency repair required — grounded aircraft
LOG-24297,AC-0140,TECH-0196,Hydraulic System Repair,pending,5091,12.5,2022-06-16,11,All systems nominal post-maintenance
LOG-24298,AC-0144,TECH-0171,Landing Gear Service,pending,6513,6.9,2022-06-16,7,All systems nominal post-maintenance
LOG-24299,AC-0027,TECH-0087,Avionics Check,complete,14000,6.5,2022-06-16,7,Part ordered — awaiting delivery
LOG-24300,AC-0100,TECH-0169,Structural Inspection,complete,7090,12.9,2022-06-16,6,Scheduled maintenance — no anomalies
LOG-24301,AC-0145,TECH-0012,Hydraulic System Repair,complete,16646,4.7,2022-06-16,3,Replaced worn components — within tolerance
LOG-24302,AC-0085,TECH-0008,Engine Inspection,pending,14973,10.7,2022-06-16,8,All systems nominal post-maintenance
LOG-24303,AC-0119,TECH-0124,Software Update,complete,687,6.5,2022-06-16,0,
LOG-24304,AC-0031,TECH-0045,Software Update,complete,1237,6.3,2022-06-16,10,
LOG-24305,AC-0109,TECH-0088,Software Update,complete,2425,4.6,2022-06-16,8,Part ordered — awaiting delivery
LOG-24306,AC-0027,TECH-0129,Structural Inspection,failed,6192,15.1,2022-06-16,0,
LOG-24307,AC-0087,TECH-0154,Avionics Check,pending,12657,5.8,2022-06-16,6,
LOG-24308,AC-0017,TECH-0086,Tire & Brake Replacement,complete,3320,6.3,2022-06-16,7,Routine check completed successfully
LOG-24309,AC-0011,TECH-0107,Engine Inspection,complete,22534,2.5,2022-06-16,5,Follow-up inspection required within 30 days
LOG-24310,AC-0129,TECH-0159,Landing Gear Service,complete,4669,16.0,2022-06-16,4,All systems nominal post-maintenance
LOG-24311,AC-0082,TECH-0056,Software Update,pending,1265,8.0,2022-06-16,4,Routine check completed successfully
LOG-24312,AC-0049,TECH-0098,Software Update,complete,2493,6.0,2022-06-16,5,Issue found during inspection — escalated
LOG-24313,AC-0041,TECH-0037,Hydraulic System Repair,complete,9313,14.5,2022-06-16,10,Issue found during inspection — escalated
LOG-24314,AC-0020,TECH-0132,Landing Gear Service,complete,6179,3.4,2022-06-16,4,Routine check completed successfully
LOG-24315,AC-0071,TECH-0072,Hydraulic System Repair,complete,12947,2.4,2022-06-17,3,Part ordered — awaiting delivery
LOG-24316,AC-0037,TECH-0121,Avionics Check,complete,10627,6.0,2022-06-17,10,
LOG-24317,AC-0126,TECH-0172,Fuel System Check,complete,2483,14.4,2022-06-17,6,
LOG-24318,AC-0144,TECH-0095,Software Update,in_progress,1125,15.0,2022-06-17,9,Scheduled maintenance — no anomalies
LOG-24319,AC-0039,TECH-0177,Fuel System Check,failed,3652,43.0,2022-06-17,9,Issue found during inspection — escalated
LOG-24320,AC-0109,TECH-0087,Avionics Check,complete,10230,15.9,2022-06-17,10,Part ordered — awaiting delivery
LOG-24321,AC-0064,TECH-0168,Engine Inspection,pending,18663,8.8,2022-06-17,3,Follow-up inspection required within 30 days
LOG-24322,AC-0023,TECH-0102,Tire & Brake Replacement,in_progress,4162,26.2,2022-06-17,1,Part ordered — awaiting delivery
