log_id,aircraft_id,technician_id,maintenance_type,status,cost_usd,duration_hours,log_date,parts_replaced,notes,year,quarter,failure_within_30d
LOG-31115,AC-0111,TECH-0198,Software Update,pending,1067.0,6.8,2022-11-12,8,Routine check completed successfully,2022,4,0
LOG-31116,AC-0065,TECH-0056,Hydraulic System Repair,complete,9312.0,3.5,2022-11-12,6,Follow-up inspection required within 30 days,2022,4,1
LOG-31117,AC-0041,TECH-0049,Structural Inspection,complete,5989.0,1.2,2022-11-12,4,No notes provided,2022,4,0
LOG-31118,AC-0026,TECH-0119,Hydraulic System Repair,in_progress,14918.0,24.2,2022-11-12,8,Part ordered — awaiting delivery,2022,4,0
LOG-31119,AC-0048,TECH-0109,Avionics Check,complete,6517.0,11.3,2022-11-12,11,Issue found during inspection — escalated,2022,4,1
LOG-31120,AC-0144,TECH-0057,Engine Inspection,complete,23628.0,12.0,2022-11-12,7,Scheduled maintenance — no anomalies,2022,4,0
LOG-31121,AC-0032,TECH-0095,Fuel System Check,complete,5367.0,3.8,2022-11-12,10,Scheduled maintenance — no anomalies,2022,4,0
LOG-31122,AC-0138,TECH-0122,Fuel System Check,complete,3829.0,5.4,2022-11-12,7,No notes provided,2022,4,0
LOG-31123,AC-0082,TECH-0011,Structural Inspection,pending,8579.0,17.8,2022-11-12,10,No notes provided,2022,4,0
LOG-31124,AC-0109,TECH-0191,Software Update,pending,1458.0,16.5,2022-11-12,6,No notes provided,2022,4,0
LOG-31125,AC-0003,TECH-0081,Avionics Check,complete,9982.0,2.5,2022-11-13,11,No notes provided,2022,4,0
LOG-31126,AC-0062,TECH-0145,Structural Inspection,complete,5989.0,9.3,2022-11-13,4,Emergency repair required — grounded aircraft,2022,4,0
LOG-31127,AC-0079,TECH-0114,Tire & Brake Replacement,complete,826.0,9.2,2022-11-13,4,No notes provided,2022,4,0
LOG-31128,AC-0010,TECH-0015,Landing Gear Service,pending,11786.0,14.3,2022-11-13,3,Emergency repair required — grounded aircraft,2022,4,1
LOG-31129,AC-0150,TECH-0198,Avionics Check,complete,12740.0,9.7,2022-11-13,8,No notes provided,2022,4,1
LOG-31130,AC-0142,TECH-0190,Avionics Check,complete,5014.0,12.5,2022-11-13,4,No notes provided,2022,4,0
LOG-31131,AC-0136,TECH-0160,Engine Inspection,failed,22056.0,71.0,2022-11-13,0,Follow-up inspection required within 30 days,2022,4,1
LOG-31132,AC-0123,TECH-0168,Engine Inspection,failed,11055.0,33.3,2022-11-13,7,Routine check completed successfully,2022,4,1
LOG-31133,AC-0102,TECH-0139,Hydraulic System Repair,complete,16994.0,11.3,2022-11-13,11,No notes provided,2022,4,0
LOG-31134,AC-0143,TECH-0122,Engine Inspection,failed,11397.0,64.9,2022-11-13,10,Follow-up inspection required within 30 days,2022,4,1
LOG-31135,AC-0110,TECH-0013,Software Update,complete,1031.0,6.1,2022-11-13,7,Issue found during inspection — escalated,2022,4,0
LOG-31136,AC-0143,TECH-0081,Fuel System Check,complete,5711.0,9.6,2022-11-13,0,Scheduled maintenance — no anomalies,2022,4,0
LOG-31137,AC-0070,TECH-0028,Hydraulic System Repair,complete,10876.0,15.0,2022-11-13,2,No notes provided,2022,4,0
LOG-31138,AC-0054,TECH-0156,Fuel System Check,complete,1933.0,12.5,2022-11-13,1,No notes provided,2022,4,1
LOG-31139,AC-0076,TECH-0176,Engine Inspection,in_progress,17498.0,10.4,2022-11-13,8,No notes provided,2022,4,0
LOG-31140,AC-0147,TECH-0183,Engine Inspection,pending,18344.0,7.9,2022-11-13,2,All systems nominal post-maintenance,2022,4,1
LOG-31141,AC-0040,TECH-0016,Fuel System Check,in_progress,4536.0,26.9,2022-11-13,10,Issue found during inspection — escalated,2022,4,0
LOG-31142,AC-0027,TECH-0036,Hydraulic System Repair,complete,10101.0,9.2,2022-11-13,5,Part ordered — awaiting delivery,2022,4,0
LOG-31143,AC-0074,TECH-0168,Landing Gear Service,complete,9852.0,1.2,2022-11-13,4,Issue found during inspection — escalated,2022,4,0
LOG-31144,AC-0043,TECH-0148,Avionics Check,complete,12149.0,4.5,2022-11-13,8,Replaced worn components — within tolerance,2022,4,0
LOG-31145,AC-0046,TECH-0091,Tire & Brake Replacement,complete,831.0,5.1,2022-11-13,7,No notes provided,2022,4,0
LOG-31146,AC-0142,TECH-0097,Fuel System Check,complete,3282.0,10.5,2022-11-13,4,No notes provided,2022,4,1
LOG-31147,AC-0064,TECH-0002,Software Update,pending,1429.0,9.1,2022-11-13,2,No notes provided,2022,4,0
LOG-31148,AC-0098,TECH-0002,Hydraulic System Repair,complete,17352.0,11.8,2022-11-13,8,All systems nominal post-maintenance,2022,4,0
LOG-31149,AC-0126,TECH-0128,Landing Gear Service,complete,3295.0,2.2,2022-11-13,0,Scheduled maintenance — no anomalies,2022,4,0
LOG-31150,AC-0058,TECH-0101,Fuel System Check,in_progress,2705.0,24.2,2022-11-13,11,No notes provided,2022,4,1
LOG-31151,AC-0029,TECH-0069,Engine Inspection,complete,9638.0,1.9,2022-11-13,5,Follow-up inspection required within 30 days,2022,4,0
LOG-31152,AC-0027,TECH-0070,Tire & Brake Replacement,complete,869.0,5.4,2022-11-13,0,No notes provided,2022,4,0
LOG-31153,AC-0067,TECH-0050,Hydraulic System Repair,complete,12326.0,15.9,2022-11-13,8,Emergency repair required — grounded aircraft,2022,4,1
LOG-31154,AC-0114,TECH-0096,Landing Gear Service,pending,9456.0,18.7,2022-11-13,4,Routine check completed successfully,2022,4,0
LOG-31155,AC-0078,TECH-0176,Landing Gear Service,in_progress,6251.0,11.0,2022-11-13,4,Emergency repair required — grounded aircraft,2022,4,0
LOG-31156,AC-0090,TECH-0152,Fuel System Check,complete,5330.0,9.1,2022-11-13,8,All systems nominal post-maintenance,2022,4,1
LOG-31157,AC-0131,TECH-0137,Fuel System Check,in_progress,1717.0,4.0,2022-11-13,7,Issue found during inspection — escalated,2022,4,0
LOG-31158,AC-0042,TECH-0122,Software Update,failed,1700.0,67.9,2022-11-13,2,No notes provided,2022,4,1
LOG-31159,AC-0013,TECH-0168,Avionics Check,complete,13450.0,9.9,2022-11-13,5,Follow-up inspection required within 30 days,2022,4,0
LOG-31160,AC-0029,TECH-0168,Tire & Brake Replacement,pending,4249.0,7.6,2022-11-13,10,Routine check completed successfully,2022,4,0
LOG-31161,AC-0009,TECH-0130,Engine Inspection,failed,16876.0,32.6,2022-11-13,11,Part ordered — awaiting delivery,2022,4,1
LOG-31162,AC-0032,TECH-0073,Fuel System Check,complete,5915.0,12.1,2022-11-13,2,Follow-up inspection required within 30 days,2022,4,0
LOG-31163,AC-0150,TECH-0134,Tire & Brake Replacement,complete,907.0,14.3,2022-11-13,6,Emergency repair required — grounded aircraft,2022,4,1
LOG-31164,AC-0086,TECH-0147,Structural Inspection,complete,8639.0,9.3,2022-11-13,3,No notes provided,2022,4,1
LOG-31165,AC-0058,TECH-0097,Fuel System Check,in_progress,5488.0,24.8,2022-11-13,8,Emergency repair required — grounded aircraft,2022,4,0
LOG-31166,AC-0057,TECH-0121,Landing Gear Service,in_progress,7506.0,14.6,2022-11-13,11,Replaced worn components — within tolerance,2022,4,1
LOG-31167,AC-0138,TECH-0019,Hydraulic System Repair,complete,13979.0,12.6,2022-11-13,3,Issue found during inspection — escalated,2022,4,1
LOG-31168,AC-0025,TECH-0161,Software Update,failed,2005.0,69.0,2022-11-13,11,Emergency repair required — grounded aircraft,2022,4,1
LOG-31169,AC-0076,TECH-0117,Tire & Brake Replacement,pending,2932.0,5.7,2022-11-13,1,All systems nominal post-maintenance,2022,4,0
LOG-31170,AC-0115,TECH-0061,Fuel System Check,complete,3965.0,15.9,2022-11-13,6,Emergency repair required — grounded aircraft,2022,4,0
LOG-31171,AC-0131,TECH-0030,Tire & Brake Replacement,complete,2315.0,6.2,2022-11-14,10,No notes provided,2022,4,0
LOG-31172,AC-0083,TECH-0117,Engine Inspection,complete,20904.0,13.7,2022-11-14,10,Routine check completed successfully,2022,4,0
LOG-31173,AC-0013,TECH-0190,Structural Inspection,pending,8792.0,5.6,2022-11-14,0,Follow-up inspection required within 30 days,2022,4,0
LOG-31174,AC-0135,TECH-0141,Structural Inspection,complete,6612.0,15.3,2022-11-14,11,Issue found during inspection — escalated,2022,4,0
LOG-31175,AC-0022,TECH-0146,Structural Inspection,complete,5628.0,13.4,2022-11-14,3,Follow-up inspection required within 30 days,2022,4,0
LOG-31176,AC-0084,TECH-0130,Fuel System Check,complete,4644.0,8.4,2022-11-14,11,Part ordered — awaiting delivery,2022,4,0
LOG-31177,AC-0107,TECH-0003,Landing Gear Service,complete,5873.0,6.8,2022-11-14,0,No notes provided,2022,4,0
LOG-31178,AC-0023,TECH-0134,Avionics Check,complete,9982.0,6.3,2022-11-14,5,Emergency repair required — grounded aircraft,2022,4,0
LOG-31179,AC-0014,TECH-0156,Tire & Brake Replacement,complete,1262.0,5.9,2022-11-14,8,Follow-up inspection required within 30 days,2022,4,1
LOG-31180,AC-0094,TECH-0077,Tire & Brake Replacement,complete,3817.0,10.6,2022-11-14,5,Emergency repair required — grounded aircraft,2022,4,0
LOG-31181,AC-0087,TECH-0084,Structural Inspection,complete,3400.0,2.1,2022-11-14,8,Replaced worn components — within tolerance,2022,4,0
LOG-31182,AC-0111,TECH-0160,Structural Inspection,complete,7113.0,14.4,2022-11-14,8,No notes provided,2022,4,1
LOG-31183,AC-0052,TECH-0127,Software Update,failed,2638.0,69.7,2022-11-14,0,No notes provided,2022,4,1
LOG-31184,AC-0083,TECH-0060,Tire & Brake Replacement,failed,1289.0,31.6,2022-11-14,7,No notes provided,2022,4,1
LOG-31185,AC-0041,TECH-0159,Software Update,complete,2659.0,4.9,2022-11-14,11,No notes provided,2022,4,1
LOG-31186,AC-0006,TECH-0061,Fuel System Check,complete,4847.0,6.6,2022-11-14,10,No notes provided,2022,4,0
LOG-31187,AC-0138,TECH-0009,Hydraulic System Repair,complete,11025.5,6.0,2022-11-14,3,All systems nominal post-maintenance,2022,4,0
LOG-31188,AC-0099,TECH-0067,Structural Inspection,failed,6532.0,49.0,2022-11-14,5,Routine check completed successfully,2022,4,1
LOG-31189,AC-0085,TECH-0182,Engine Inspection,pending,16579.0,19.5,2022-11-14,4,No notes provided,2022,4,0
LOG-31190,AC-0060,TECH-0095,Avionics Check,pending,11213.0,8.5,2022-11-14,10,Replaced worn components — within tolerance,2022,4,0
LOG-31191,AC-0030,TECH-0068,Tire & Brake Replacement,complete,2199.0,8.0,2022-11-14,10,No notes provided,2022,4,0
LOG-31192,AC-0070,TECH-0017,Avionics Check,pending,8541.0,13.8,2022-11-14,1,Scheduled maintenance — no anomalies,2022,4,0
LOG-31193,AC-0005,TECH-0059,Structural Inspection,complete,8797.0,13.3,2022-11-14,1,All systems nominal post-maintenance,2022,4,0
LOG-31194,AC-0079,TECH-0159,Landing Gear Service,pending,3547.0,15.6,2022-11-14,3,Issue found during inspection — escalated,2022,4,0
LOG-31195,AC-0043,TECH-0189,Landing Gear Service,in_progress,6812.0,31.8,2022-11-14,0,No notes provided,2022,4,0
LOG-31196,AC-0077,TECH-0096,Tire & Brake Replacement,pending,3899.0,11.2,2022-11-14,9,Replaced worn components — within tolerance,2022,4,0
LOG-31197,AC-0006,TECH-0040,Structural Inspection,complete,5989.0,15.3,2022-11-14,3,No notes provided,2022,4,0
LOG-31198,AC-0002,TECH-0131,Structural Inspection,complete,7303.0,5.3,2022-11-14,7,Emergency repair required — grounded aircraft,2022,4,1
LOG-31199,AC-0017,TECH-0178,Fuel System Check,pending,4935.0,19.3,2022-11-14,0,All systems nominal post-maintenance,2022,4,1
LOG-31200,AC-0088,TECH-0129,Landing Gear Service,in_progress,9210.0,30.3,2022-11-14,2,No notes provided,2022,4,0
LOG-31201,AC-0012,TECH-0008,Software Update,complete,2041.0,7.5,2022-11-14,10,No notes provided,2022,4,0
LOG-31202,AC-0078,TECH-0062,Structural Inspection,complete,8427.0,9.2,2022-11-14,9,Routine check completed successfully,2022,4,0
LOG-31203,AC-0007,TECH-0192,Software Update,failed,2166.0,62.9,2022-11-14,2,Follow-up inspection required within 30 days,2022,4,1
LOG-31204,AC-0073,TECH-0169,Hydraulic System Repair,complete,17848.0,15.9,2022-11-14,7,Replaced worn components — within tolerance,2022,4,0
LOG-31205,AC-0078,TECH-0017,Hydraulic System Repair,complete,5619.0,8.6,2022-11-14,4,Replaced worn components — within tolerance,2022,4,0
LOG-31206,AC-0025,TECH-0200,Structural Inspection,pending,7941.0,4.4,2022-11-14,4,All systems nominal post-maintenance,2022,4,1
LOG-31207,AC-0053,TECH-0043,Landing Gear Service,complete,4137.0,7.0,2022-11-14,3,Follow-up inspection required within 30 days,2022,4,0
LOG-31208,AC-0082,TECH-0002,Software Update,complete,1729.5,2.1,2022-11-14,4,No notes provided,2022,4,0
LOG-31209,AC-0081,TECH-0175,Hydraulic System Repair,complete,15906.0,6.1,2022-11-14,7,No notes provided,2022,4,0
LOG-31210,AC-0134,TECH-0060,Fuel System Check,in_progress,1693.0,7.9,2022-11-14,9,No notes provided,2022,4,0
LOG-31211,AC-0076,TECH-0177,Fuel System Check,complete,3734.5,12.7,2022-11-14,1,Replaced worn components — within tolerance,2022,4,0
LOG-31212,AC-0003,TECH-0093,Software Update,complete,561.0,1.6,2022-11-14,1,No notes provided,2022,4,1
LOG-31213,AC-0035,TECH-0015,Landing Gear Service,complete,8210.0,11.0,2022-11-14,2,Emergency repair required — grounded aircraft,2022,4,1
LOG-31214,AC-0047,TECH-0125,Fuel System Check,complete,3734.5,1.9,2022-11-14,10,No notes provided,2022,4,0
LOG-31215,AC-0093,TECH-0094,Tire & Brake Replacement,complete,2396.0,5.0,2022-11-14,4,Issue found during inspection — escalated,2022,4,0
LOG-31216,AC-0131,TECH-0178,Software Update,failed,2136.0,23.0,2022-11-14,11,Follow-up inspection required within 30 days,2022,4,1
LOG-31217,AC-0059,TECH-0174,Structural Inspection,failed,6788.0,69.5,2022-11-15,5,Part ordered — awaiting delivery,2022,4,1
LOG-31218,AC-0096,TECH-0002,Structural Inspection,pending,3628.0,15.7,2022-11-15,10,Scheduled maintenance — no anomalies,2022,4,0
LOG-31219,AC-0018,TECH-0124,Structural Inspection,complete,3720.0,15.8,2022-11-15,4,No notes provided,2022,4,1
LOG-31220,AC-0126,TECH-0157,Hydraulic System Repair,complete,15054.0,7.3,2022-11-15,6,No notes provided,2022,4,0
LOG-31221,AC-0077,TECH-0122,Avionics Check,complete,8029.0,9.0,2022-11-15,1,Replaced worn components — within tolerance,2022,4,0
LOG-31222,AC-0066,TECH-0157,Avionics Check,failed,11969.0,70.3,2022-11-15,2,No notes provided,2022,4,1
LOG-31223,AC-0020,TECH-0080,Fuel System Check,complete,5634.0,12.5,2022-11-15,7,Issue found during inspection — escalated,2022,4,0
LOG-31224,AC-0018,TECH-0115,Avionics Check,pending,9848.0,3.5,2022-11-15,10,Replaced worn components — within tolerance,2022,4,0
LOG-31225,AC-0072,TECH-0095,Hydraulic System Repair,failed,10710.0,50.8,2022-11-15,8,All systems nominal post-maintenance,2022,4,1
LOG-31226,AC-0122,TECH-0189,Landing Gear Service,failed,10424.0,20.2,2022-11-15,4,Routine check completed successfully,2022,4,1
LOG-31227,AC-0066,TECH-0097,Fuel System Check,complete,3893.0,13.4,2022-11-15,0,Scheduled maintenance — no anomalies,2022,4,0
LOG-31228,AC-0099,TECH-0122,Avionics Check,complete,7241.0,5.4,2022-11-15,9,Issue found during inspection — escalated,2022,4,0
LOG-31229,AC-0026,TECH-0066,Avionics Check,complete,5222.0,2.9,2022-11-15,6,Issue found during inspection — escalated,2022,4,0
LOG-31230,AC-0005,TECH-0044,Fuel System Check,complete,1569.0,15.8,2022-11-15,11,No notes provided,2022,4,0
LOG-31231,AC-0080,TECH-0004,Fuel System Check,complete,1550.0,3.8,2022-11-15,10,Emergency repair required — grounded aircraft,2022,4,0
LOG-31232,AC-0106,TECH-0039,Tire & Brake Replacement,failed,2283.0,42.4,2022-11-15,2,No notes provided,2022,4,1
LOG-31233,AC-0011,TECH-0188,Engine Inspection,failed,22476.0,39.8,2022-11-15,0,No notes provided,2022,4,1
LOG-31234,AC-0147,TECH-0049,Fuel System Check,complete,4816.0,5.2,2022-11-15,10,Follow-up inspection required within 30 days,2022,4,0
LOG-31235,AC-0140,TECH-0005,Structural Inspection,complete,7393.0,12.0,2022-11-15,9,No notes provided,2022,4,0
LOG-31236,AC-0130,TECH-0194,Avionics Check,complete,14237.0,7.4,2022-11-15,4,Scheduled maintenance — no anomalies,2022,4,1
LOG-31237,AC-0150,TECH-0045,Avionics Check,in_progress,10957.0,12.5,2022-11-15,9,Scheduled maintenance — no anomalies,2022,4,0
LOG-31238,AC-0033,TECH-0060,Landing Gear Service,pending,8413.0,13.1,2022-11-15,11,Part ordered — awaiting delivery,2022,4,0
LOG-31239,AC-0024,TECH-0008,Structural Inspection,complete,6192.0,2.8,2022-11-15,2,Replaced worn components — within tolerance,2022,4,0
LOG-31240,AC-0149,TECH-0050,Software Update,complete,979.0,10.0,2022-11-15,4,No notes provided,2022,4,0
LOG-31241,AC-0046,TECH-0036,Tire & Brake Replacement,pending,4882.0,16.2,2022-11-15,3,No notes provided,2022,4,0
LOG-31242,AC-0018,TECH-0070,Hydraulic System Repair,in_progress,17421.0,22.9,2022-11-15,11,No notes provided,2022,4,0
LOG-31243,AC-0133,TECH-0169,Hydraulic System Repair,pending,17518.0,11.5,2022-11-15,0,No notes provided,2022,4,0
LOG-31244,AC-0008,TECH-0010,Engine Inspection,complete,9456.0,5.5,2022-11-15,10,Issue found during inspection — escalated,2022,4,1
LOG-31245,AC-0085,TECH-0036,Landing Gear Service,complete,6815.0,7.1,2022-11-15,4,No notes provided,2022,4,0
LOG-31246,AC-0111,TECH-0068,Landing Gear Service,in_progress,7067.0,15.5,2022-11-15,4,All systems nominal post-maintenance,2022,4,1
LOG-31247,AC-0057,TECH-0103,Structural Inspection,complete,5989.0,7.7,2022-11-15,2,Routine check completed successfully,2022,4,0
LOG-31248,AC-0005,TECH-0142,Software Update,complete,657.0,14.9,2022-11-15,8,Follow-up inspection required within 30 days,2022,4,1
LOG-31249,AC-0013,TECH-0076,Landing Gear Service,in_progress,6133.0,31.2,2022-11-15,1,Follow-up inspection required within 30 days,2022,4,0
LOG-31250,AC-0083,TECH-0111,Software Update,in_progress,1553.0,9.3,2022-11-15,10,No notes provided,2022,4,0
LOG-31251,AC-0090,TECH-0017,Tire & Brake Replacement,complete,3725.0,12.5,2022-11-15,2,Issue found during inspection — escalated,2022,4,0
LOG-31252,AC-0069,TECH-0021,Fuel System Check,in_progress,3194.0,17.3,2022-11-15,4,No notes provided,2022,4,0
LOG-31253,AC-0032,TECH-0097,Software Update,complete,1743.0,2.5,2022-11-15,0,Follow-up inspection required within 30 days,2022,4,0
LOG-31254,AC-0102,TECH-0054,Engine Inspection,in_progress,24246.0,14.2,2022-11-15,7,Routine check completed successfully,2022,4,0
LOG-31255,AC-0130,TECH-0141,Software Update,failed,1729.5,50.2,2022-11-15,1,No notes provided,2022,4,1
LOG-31256,AC-0069,TECH-0128,Software Update,complete,1109.0,15.8,2022-11-15,7,All systems nominal post-maintenance,2022,4,0
LOG-31257,AC-0143,TECH-0176,Tire & Brake Replacement,in_progress,4792.0,25.9,2022-11-15,8,Routine check completed successfully,2022,4,0
LOG-31258,AC-0072,TECH-0045,Software Update,pending,1757.0,4.7,2022-11-15,11,Part ordered — awaiting delivery,2022,4,0
LOG-31259,AC-0111,TECH-0137,Structural Inspection,in_progress,5846.0,15.6,2022-11-15,2,Follow-up inspection required within 30 days,2022,4,0
LOG-31260,AC-0065,TECH-0055,Landing Gear Service,complete,7510.5,3.1,2022-11-15,9,Routine check completed successfully,2022,4,0
LOG-31261,AC-0017,TECH-0050,Landing Gear Service,failed,8266.0,29.9,2022-11-15,0,Routine check completed successfully,2022,4,1
LOG-31262,AC-0080,TECH-0020,Fuel System Check,in_progress,2508.0,21.0,2022-11-16,9,No notes provided,2022,4,1
LOG-31263,AC-0129,TECH-0108,Software Update,complete,2557.0,7.7,2022-11-16,5,Replaced worn components — within tolerance,2022,4,0
LOG-31264,AC-0003,TECH-0168,Avionics Check,pending,6268.0,6.6,2022-11-16,10,All systems nominal post-maintenance,2022,4,0
LOG-31265,AC-0127,TECH-0001,Fuel System Check,complete,3479.0,16.0,2022-11-16,7,No notes provided,2022,4,0
LOG-31266,AC-0128,TECH-0086,Avionics Check,complete,9034.0,9.1,2022-11-16,6,No notes provided,2022,4,0
LOG-31267,AC-0070,TECH-0192,Tire & Brake Replacement,complete,1720.0,12.0,2022-11-16,6,No notes provided,2022,4,0
LOG-31268,AC-0052,TECH-0035,Engine Inspection,failed,8571.0,47.7,2022-11-16,7,No notes provided,2022,4,1
LOG-31269,AC-0122,TECH-0124,Avionics Check,complete,5515.0,5.4,2022-11-16,6,Replaced worn components — within tolerance,2022,4,0
LOG-31270,AC-0003,TECH-0126,Landing Gear Service,complete,8334.0,3.3,2022-11-16,0,Routine check completed successfully,2022,4,0
LOG-31271,AC-0094,TECH-0193,Avionics Check,complete,14277.0,14.5,2022-11-16,11,All systems nominal post-maintenance,2022,4,0
LOG-31272,AC-0047,TECH-0053,Landing Gear Service,complete,4608.0,12.4,2022-11-16,7,Replaced worn components — within tolerance,2022,4,0
LOG-31273,AC-0075,TECH-0189,Software Update,pending,969.0,4.1,2022-11-16,6,No notes provided,2022,4,0
LOG-31274,AC-0091,TECH-0005,Structural Inspection,pending,5989.0,18.1,2022-11-16,4,Follow-up inspection required within 30 days,2022,4,1
LOG-31275,AC-0086,TECH-0197,Tire & Brake Replacement,complete,1517.0,14.2,2022-11-16,5,All systems nominal post-maintenance,2022,4,0
LOG-31276,AC-0006,TECH-0107,Avionics Check,failed,9421.0,12.5,2022-11-16,0,Scheduled maintenance — no anomalies,2022,4,1
LOG-31277,AC-0095,TECH-0089,Software Update,failed,690.0,57.6,2022-11-16,10,Routine check completed successfully,2022,4,1
LOG-31278,AC-0061,TECH-0188,Engine Inspection,complete,23010.0,3.9,2022-11-16,9,No notes provided,2022,4,1
LOG-31279,AC-0043,TECH-0090,Hydraulic System Repair,pending,4245.0,9.1,2022-11-16,1,No notes provided,2022,4,0
LOG-31280,AC-0056,TECH-0147,Tire & Brake Replacement,complete,3970.0,1.8,2022-11-16,9,No notes provided,2022,4,0
LOG-31281,AC-0114,TECH-0057,Tire & Brake Replacement,complete,3433.0,13.0,2022-11-16,6,No notes provided,2022,4,0
LOG-31282,AC-0148,TECH-0008,Landing Gear Service,complete,4898.0,3.7,2022-11-16,8,Routine check completed successfully,2022,4,0
LOG-31283,AC-0047,TECH-0146,Engine Inspection,pending,23951.0,10.6,2022-11-16,9,Follow-up inspection required within 30 days,2022,4,0
LOG-31284,AC-0031,TECH-0105,Landing Gear Service,in_progress,8063.0,27.8,2022-11-16,6,Part ordered — awaiting delivery,2022,4,0
LOG-31285,AC-0102,TECH-0139,Software Update,complete,2627.0,12.4,2022-11-16,1,Scheduled maintenance — no anomalies,2022,4,0
LOG-31286,AC-0064,TECH-0190,Landing Gear Service,complete,5412.0,6.3,2022-11-16,6,No notes provided,2022,4,0
LOG-31287,AC-0090,TECH-0158,Structural Inspection,in_progress,5697.0,21.2,2022-11-16,11,No notes provided,2022,4,0
LOG-31288,AC-0091,TECH-0127,Landing Gear Service,complete,8456.0,6.2,2022-11-16,6,Scheduled maintenance — no anomalies,2022,4,0
LOG-31289,AC-0046,TECH-0005,Hydraulic System Repair,in_progress,13905.0,13.9,2022-11-16,5,Issue found during inspection — escalated,2022,4,0
LOG-31290,AC-0110,TECH-0077,Hydraulic System Repair,complete,6591.0,14.2,2022-11-16,8,Issue found during inspection — escalated,2022,4,0
LOG-31291,AC-0095,TECH-0056,Fuel System Check,complete,5797.0,6.4,2022-11-16,0,Replaced worn components — within tolerance,2022,4,1
LOG-31292,AC-0024,TECH-0036,Hydraulic System Repair,complete,13726.0,5.6,2022-11-16,11,Issue found during inspection — escalated,2022,4,1
LOG-31293,AC-0089,TECH-0113,Engine Inspection,complete,24138.0,4.1,2022-11-16,8,No notes provided,2022,4,0
LOG-31294,AC-0037,TECH-0155,Tire & Brake Replacement,complete,1621.0,13.4,2022-11-16,0,Emergency repair required — grounded aircraft,2022,4,0
LOG-31295,AC-0029,TECH-0032,Software Update,in_progress,1811.0,7.7,2022-11-16,3,No notes provided,2022,4,0
LOG-31296,AC-0107,TECH-0142,Tire & Brake Replacement,complete,3368.0,10.8,2022-11-16,7,No notes provided,2022,4,0
LOG-31297,AC-0130,TECH-0169,Structural Inspection,pending,2574.0,7.8,2022-11-16,9,Routine check completed successfully,2022,4,0
LOG-31298,AC-0140,TECH-0118,Tire & Brake Replacement,complete,2325.0,4.7,2022-11-16,2,Scheduled maintenance — no anomalies,2022,4,0
LOG-31299,AC-0133,TECH-0066,Tire & Brake Replacement,complete,4914.0,3.8,2022-11-16,3,All systems nominal post-maintenance,2022,4,0
LOG-31300,AC-0091,TECH-0004,Engine Inspection,complete,19831.0,2.0,2022-11-16,2,Scheduled maintenance — no anomalies,2022,4,0
LOG-31301,AC-0056,TECH-0011,Software Update,complete,1148.0,1.3,2022-11-16,2,No notes provided,2022,4,0
LOG-31302,AC-0078,TECH-0106,Engine Inspection,pending,11822.0,2.2,2022-11-16,11,Issue found during inspection — escalated,2022,4,1
LOG-31303,AC-0071,TECH-0048,Hydraulic System Repair,complete,6500.0,12.7,2022-11-16,1,Part ordered — awaiting delivery,2022,4,0
LOG-31304,AC-0036,TECH-0165,Engine Inspection,complete,8968.0,3.5,2022-11-16,7,No notes provided,2022,4,0
LOG-31305,AC-0074,TECH-0141,Landing Gear Service,complete,3807.0,6.5,2022-11-16,9,No notes provided,2022,4,0
LOG-31306,AC-0029,TECH-0042,Tire & Brake Replacement,complete,2934.0,11.0,2022-11-16,0,Follow-up inspection required within 30 days,2022,4,0
LOG-31307,AC-0080,TECH-0155,Avionics Check,complete,8102.0,11.0,2022-11-16,11,Follow-up inspection required within 30 days,2022,4,0
LOG-31308,AC-0102,TECH-0066,Landing Gear Service,complete,9511.0,8.1,2022-11-17,11,No notes provided,2022,4,1
LOG-31309,AC-0033,TECH-0047,Software Update,in_progress,2502.0,31.7,2022-11-17,8,Routine check completed successfully,2022,4,1
LOG-31310,AC-0093,TECH-0076,Tire & Brake Replacement,complete,2690.0,1.7,2022-11-17,6,All systems nominal post-maintenance,2022,4,0
LOG-31311,AC-0112,TECH-0012,Engine Inspection,in_progress,20087.0,12.6,2022-11-17,1,Follow-up inspection required within 30 days,2022,4,0
LOG-31312,AC-0123,TECH-0195,Structural Inspection,in_progress,2969.0,5.1,2022-11-17,1,Part ordered — awaiting delivery,2022,4,1
LOG-31313,AC-0141,TECH-0026,Tire & Brake Replacement,complete,1628.0,6.6,2022-11-17,6,Replaced worn components — within tolerance,2022,4,0
LOG-31314,AC-0134,TECH-0155,Landing Gear Service,in_progress,7544.0,10.7,2022-11-17,10,Issue found during inspection — escalated,2022,4,0
LOG-31315,AC-0008,TECH-0109,Software Update,in_progress,1441.0,12.8,2022-11-17,10,Routine check completed successfully,2022,4,1
LOG-31316,AC-0118,TECH-0163,Engine Inspection,complete,24565.0,12.2,2022-11-17,7,No notes provided,2022,4,0
LOG-31317,AC-0009,TECH-0013,Structural Inspection,in_progress,7502.0,19.9,2022-11-17,9,Issue found during inspection — escalated,2022,4,0
LOG-31318,AC-0021,TECH-0127,Hydraulic System Repair,complete,14449.0,10.7,2022-11-17,0,Issue found during inspection — escalated,2022,4,0
LOG-31319,AC-0129,TECH-0056,Avionics Check,complete,9943.0,15.5,2022-11-17,9,No notes provided,2022,4,1
